id,name,latitude,longitude,street_address,enabled
277,V. Randall Turpin University Services Building,40.7613870000000000,-111.8400720000000000,1795 E South Campus Dr,1
278,Jon M. Huntsman Center,40.7620590000000000,-111.8387520000000000,1825 E South Campus Dr,1
283,Space Planning & Management,40.7687100000000000,-111.8486900000000000,25 S Wolcott St,1
287,Social & Behavioral Sciences,40.7614550000000000,-111.8462600000000000,380 S 1530 E,1
288,Biology Building,40.7635120000000000,-111.8495490000000000,257 S 1400 E,1
289,Alan W. Layton Engineering Building,40.7665160000000000,-111.8454800000000000,124 S Central Campus Dr,1
290,Performing Arts Building,40.7639130000000000,-111.8479820000000000,240 S 1500 E,1
291,Eccles House,40.7725990000000000,-111.8437950000000000,1525 E Penrose Dr,1
295,Soccer Field Ticket Office,40.7673490000000000,-111.8409300000000000,66 S Wasatch Dr,1
296,Equipment Shed,40.7679180000000000,-111.8417780000000000,66 S Wasatch Dr,1
297,Dumke Family Softball Stadium,40.7677040000000000,-111.8411630000000000,66 S Wasatch Dr,1
298,Field Storage Building,40.7681290000000000,-111.8416950000000000,66 S Wasatch Dr,1
302,Einar Nielsen Fieldhouse,40.7612140000000000,-111.8488780000000000,375 S 1400 E,1
307,Transformer Building,40.7587240000000000,-111.8512310000000000,1395 E 500 S,1
308,William Stewart Building,40.7634330000000000,-111.8509430000000000,270 S 1400 E,1
309,The Gary L. and Ann T. Crocker Science Center at the George Thomas Building,40.7640560000000000,-111.8511160000000000,1390 E Presidents Cir,1
310,HPER West,40.7629220000000000,-111.8406220000000000,290 S 1850 E,1
311,HPER East,40.7636930000000000,-111.8391680000000000,260 S 1850 E,1
313,"Kenneth P. Burbidge, Jr., Family Athletics Academic Center",40.7629720000000000,-111.8396540000000000,296 S 1850 E,1
316,HPER North,40.7638420000000000,-111.8403350000000000,250 S 1850 E,1
317,HPER Mechanical Building Southwest,40.7627280000000000,-111.8396290000000000,302 S 1850 E,1
320,Central Garage,40.7616180000000000,-111.8414220000000000,1700 E Campus Center Dr,1
329,HTW Plant Cooling Tower,40.7607220000000000,-111.8416040000000000,,1
331,Language & Communication Building,40.7636120000000000,-111.8436490000000000,255 S Central Campus Dr,1
332,Bldg 301,40.7599050000000000,-111.8410000000000000,1735 E South Campus Dr,1
333,Art Building,40.7608950000000000,-111.8448770000000000,375 S 1530 E,1
334,Architecture Building,40.7611440000000000,-111.8445220000000000,375 S 1530 E,1
335,A. Ray Olpin Union,40.7649580000000000,-111.8460260000000000,200 S Central Campus Dr,1
336,Carolyn Tanner Irish Humanities Building,40.7645590000000000,-111.8429780000000000,215 S Central Campus Dr,1
339,Student Services Cooling Tower,40.7653180000000000,-111.8484320000000000,,1
340,Student Services Building,40.7650100000000000,-111.8480670000000000,201 S 1460 E,1
341,James C. Fletcher Building,40.7667220000000000,-111.8504590000000000,115 S 1400 E,1
342,Physics Maintenance Shed,40.7663150000000000,-111.8497410000000000,,1
343,Voice & Opera Center,40.7668480000000000,-111.8518530000000000,104 S 1386 E,1
344,Frederick Albert Sutton Building,40.7666690000000000,-111.8477970000000000,115 S 1460 E,1
345,William C. Browning Building,40.7662420000000000,-111.8477120000000000,135 S 1460 E,1
346,SW Cooling Tower,40.7611310000000000,-111.8480040000000000,375 S 1400 E,1
349,John A. Widtsoe Building,40.7659100000000000,-111.8501470000000000,155 S 1400 E,1
351,J. Willard Marriott Library,40.7624560000000000,-111.8462010000000000,295 S 1500 E,1
352,Film and Media Arts Building,40.7612970000000000,-111.8454000000000000,370 S 1530 E,1
353,Business Classroom Building,40.7617720000000000,-111.8441450000000000,1635 E Campus Center Dr,1
354,Pumphouse #8,40.7653700000000000,-111.8393340000000000,1805 E Student Life Way,1
358,Donna Garff Marriott Residential Scholars Community,40.7638270000000000,-111.8368580000000000,250 S. Mario Capecchi Dr,1
359,Cleone Peterson Eccles Alumni House,40.7658900000000000,-111.8436310000000000,155 S Central Campus Dr,1
362,Rosenblatt House,40.7714820000000000,-111.8451670000000000,1480 E Military Way,1
366,Carolyn and Kem Gardner Commons,40.7633610000000000,-111.8446580000000000,260 S Central Campus Dr,1
375,HPER Mechanical Building Southeast,40.7629180000000000,-111.8392590000000000,298 S 1850 E,1
376,Jon M. and Karen Huntsman Basketball Facility,40.7630990000000000,-111.8387280000000000,294 S 1850 E,1
379,Northwest Garage,40.7665210000000000,-111.8487330000000000,105 S 1510 E,1
380,Sterling Sill Center,40.7653350000000000,-111.8436890000000000,195 S Central Campus Dr,1
381,University Campus Store,40.7637120000000000,-111.8475240000000000,270 S 1500 E,1
382,Physics Cooling Tower,40.7665290000000000,-111.8499000000000000,,1
383,SW Cooling Tower,40.7612910000000000,-111.8480050000000000,375 S 1400 E,1
384,Physics Building,40.7663940000000000,-111.8500580000000000,125 S 1400 E,1
390,Meldrum House,40.7649720000000000,-111.8533550000000000,200 S 1300 E,1
396,Building 72,40.7620300000000000,-111.8514110000000000,332 S 1400 E,1
397,John & Marcia Price Theatre Arts Building,40.7620340000000000,-111.8518390000000000,332 S 1400 E,1
399,Rio Tinto Kennecott Mechanical Engineering Building,40.7674750000000000,-111.8477640000000000,1495 E 100 S,1
402,Lassonde Studios,40.7645440000000000,-111.8415400000000000,1701 E Student Life Way,1
404,Rice-Eccles Stadium,40.7600620000000000,-111.8489260000000000,451 S 1400 E,1
405,Robert H. and Katharine B. Garff Executive Education Building,40.7621340000000000,-111.8422520000000000,1731 E Campus Center Dr,1
409,Dolores Dore Eccles Broadcast Center,40.7673160000000000,-111.8378600000000000,101 S Wasatch Dr,1
410,Kahlert Village,40.7637770000000000,-111.8379870000000000,265 S 1850 E,1
411,Dumke Gymnastics Center,40.7643460000000000,-111.8396280000000000,230 S 1850 E,1
